"year","species","D_cm","H_m","V_m3","X_utm","Y_utm"
1967,"piab",24.4,22.08,0.4,35.94,83.91
1967,"piab",24,21.92,0.4,71.72,60.16
1975,"piab",29.614,24.292,0.7,13.03,58.03
1975,"piab",33.85,26.554,1,44.2,99.14
1967,"piab",18.5,19.52,0.2,74.8,87.54
1974,"piab",37.585,26.531,1.4,90.51,40.32
1974,"piab",39.105,27.032,1.4,65.43,3.21
1975,"piab",40.709,26.963,1.4,80.24,83.27
1975,"piab",28.918,24.194,0.7,79.39,67.76
1967,"piab",31.3,24.37,0.7,50.14,78.55
1975,"piab",33.075,25.243,1,73.93,11.31
1969,"piab",35.983,25.704,1,30.51,84.38
1967,"piab",24.2,22,0.4,6.83,24.4
1968,"piab",19.13,20.01,0.2,68.87,98.75
1967,"piab",16.1,18.24,0.13,22.34,86.99
1967,"piab",27.6,23.21,0.7,83.81,20.49
1975,"piab",27.662,24.917,0.7,56.02,92.87
1975,"piab",34.346,25.509,1,60.83,47.54
1975,"piab",34.856,26.525,1,19.85,69.29
1969,"piab",27.006,23.865,0.4,88.93,88.61
1975,"piab",40.82,27.318,1.4,8.72,12.01
1975,"piab",37.386,26.881,1,62.85,84.16
1975,"piab",28.909,24.3,0.7,35.52,68.83
1975,"piab",32.301,25.045,0.7,87.99,32.01
1974,"piab",29.827,24.947,0.7,50.55,63.5
1967,"piab",37.3,25.99,1,0.84,95.38
1968,"piab",34.116,25.302,1,28.81,55.71
1967,"piab",35.8,25.61,1,64.98,4.87
1975,"piab",35.266,25.913,1,47.29,33.35
1967,"piab",26.5,22.84,0.4,26.41,30.41
1967,"piab",33.5,25,1,3.19,56.43
1974,"piab",28.035,24.184,0.7,47.8,68.69
1969,"piab",32.23,24.927,0.7,53.76,39.47
1969,"piab",24.983,22.956,0.4,85.48,64.74
1967,"piab",28.3,23.44,0.7,34.08,42.85
1974,"piab",27.7,24.081,0.7,99.22,92.27
1974,"piab",20.514,23.702,0.2,24.53,65.65
1974,"piab",22.017,21.387,0.2,75.35,64.47
1967,"piab",31,24.29,0.7,46.51,10.67
1975,"piab",31.042,25.156,0.7,8.27,80.94
1967,"piab",36.4,25.77,1,24.14,18.87
1975,"piab",33.348,26.232,1,15.08,49.38
1975,"piab",29.428,24.824,0.7,93.84,44.49
1975,"piab",36.072,25.828,1,75.58,97.43
1975,"piab",36.657,26.158,1,78.38,0.99
1974,"piab",34.269,25.737,1,6.77,58.82
1967,"piab",34.5,25.27,1,78.38,0.99
1969,"piab",29.783,24.126,0.7,55.46,32.62
1975,"piab",38.723,26.584,1.4,44.13,22.45
1967,"piab",33.1,24.89,1,7.5,19.52
1967,"piab",40.5,26.75,1.4,5.74,7.46
1975,"piab",26.294,23.254,0.4,34.37,16.31
1975,"piab",37.632,26.265,1.4,17.67,70.59
1975,"piab",24.369,23.32,0.4,60.43,74.38
1975,"piab",30.814,24.877,0.7,50.66,35.95
