"year","species","D_cm","H_m","V_m3","X_utm","Y_utm"
1997,"fasy",13.8,22,0.13,18.3,3.97
2000,"fasy",15.951,24.226,0.13,4.96,55.52
1997,"fasy",29.2,24.6,0.7,46.15,27.15
2006,"fasy",21.252,39.352,0.2,62.97,57.43
2000,"fasy",33.519,25.073,1,94.92,85.87
1997,"fasy",20.7,23.6,0.2,61.54,62.9
2000,"fasy",19.684,24.099,0.2,33.61,50.43
2000,"fasy",15.117,26.554,0.13,62.97,57.43
2006,"fasy",30.793,25.074,0.7,89.24,5.36
2006,"fasy",23.441,25.995,0.4,11.02,45.36
1997,"fasy",24.3,24.1,0.4,76.38,69.48
1997,"fasy",33.1,24.9,1,11.36,35.51
2000,"fasy",26.861,24.549,0.4,75.69,99.24
1997,"fasy",22.9,23.9,0.4,48.25,73.24
2006,"fasy",20.005,26.707,0.2,28.4,27.33
2006,"fasy",38.194,25.456,1.4,67.41,33.68
1997,"fasy",11.2,20.9,0.051,81.74,67.53
2000,"fasy",27.921,24.705,0.7,47.91,96.83
1997,"fasy",34.9,25,1,25.12,42.76
1998,"fasy",17.704,23.925,0.2,45.03,94.66
1997,"fasy",11.8,21.2,0.051,82.01,97.69
2006,"fasy",22.776,25.538,0.4,52.05,34.49
1997,"fasy",11.3,21,0.051,33.74,75.12
1997,"fasy",27.3,24.4,0.4,0.63,20.29
2006,"fasy",19.348,26.206,0.2,66.96,32.46
1997,"fasy",14.7,22.2,0.13,59.17,93.27
2006,"fasy",21.144,24.694,0.2,39.58,56.88
1997,"fasy",19.3,23.3,0.2,1.14,91.74
1997,"fasy",33.1,24.9,1,20.91,86.51
1997,"fasy",24.4,24.1,0.4,96.14,1.73
2006,"fasy",32.06,25.931,0.7,29.56,84.83
2006,"fasy",21.454,26.037,0.2,62.85,39.98
2000,"fasy",18.761,23.682,0.2,89.84,2.2
1997,"fasy",26.4,24.3,0.4,78.2,38.62
2006,"fasy",29.784,28.578,0.7,0.67,60.76
1997,"fasy",27.7,24.5,0.7,54.01,85.53
2006,"fasy",31.979,25.942,0.7,35.82,99.67
1997,"fasy",13.6,21.9,0.13,95.37,4.99
1997,"fasy",21.5,23.7,0.2,2.97,97.38
1997,"fasy",34.7,25,1,74.88,68.86
1997,"fasy",33.6,25,1,47.46,86.94
1997,"fasy",19,23.3,0.2,62.85,39.98
1997,"fasy",13,21.7,0.13,78.19,2.14
2000,"fasy",36.34,25.317,1,25.12,42.76
2000,"fasy",33.617,25.042,1,84.64,3.09
2006,"fasy",24.002,35.471,0.4,54.02,43.1
1997,"fasy",24.4,24.1,0.4,3.14,99.42
2000,"fasy",29.065,25.177,0.7,95.22,16.86
2000,"fasy",18.093,38.467,0.2,51.01,76.23
1997,"fasy",17.2,22.9,0.13,28.4,27.33
2000,"fasy",35.826,25.209,1,1.51,93.44
1997,"fasy",15,22.3,0.13,44.25,99.58
1997,"fasy",13.8,22,0.13,71.59,28
2006,"fasy",24.049,26.054,0.4,37.28,84.28
1997,"fasy",29.5,24.6,0.7,98.69,58.59
1997,"fasy",18.9,23.3,0.2,0.58,10.28
2006,"fasy",28.552,28.253,0.7,22.56,29.38
1997,"fasy",33.6,25,1,46.64,47.08
2006,"fasy",21.539,54.796,0.2,10.78,24.3
1997,"fasy",27.6,24.5,0.7,95.22,16.86
2006,"fasy",33.756,50.284,1,18.3,3.97
1997,"fasy",18.4,23.2,0.2,4.09,47.31
1997,"fasy",15.3,22.4,0.13,54.02,43.1
2006,"fasy",20.239,35.631,0.2,83.09,34.69
2006,"fasy",21.186,37.302,0.2,20.7,70.71
2006,"fasy",31.036,25.531,0.7,8,38.37
2006,"fasy",20.083,24.553,0.2,97.77,26.42
2006,"fasy",40.406,25.864,1.4,39.92,34.32
1997,"fasy",30,24.7,0.7,26.48,47.5
1997,"fasy",17,22.9,0.13,45.03,94.66
1997,"fasy",18.2,23.1,0.2,9.5,10.82
2006,"fasy",19.59,24.698,0.2,89.84,2.2
1997,"fasy",14.3,22.1,0.13,85.88,56.46
1997,"fasy",11.7,21.2,0.051,91.9,88.29
2006,"fasy",33.461,25.5,1,35.51,87.43
2006,"fasy",23.648,25.249,0.4,43.55,90.62
2000,"fasy",13.592,23.886,0.13,37.51,72.77
